18 - 24,Male,High School or lower,Czech Republic,I'm familiar but don't have hands-on experience.,Multiple times a day,"Yes, as a hobby or pastime.",5,5,5,5,5,4,4,4,5,4,2,4,4,5,5,5,,5,5,5,5,5,5,5,5,5,2,2,3,3,2,2,2,3,2,2,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
18 - 24,Female,Bachelor's Degree,Mexico,I'm familiar but don't have hands-on experience.,Daily,"Yes, as a hobby or pastime.",5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,4,3,2,2,2,2,2,4,5,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,4,3,4,4,3,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,
45 - 54,Male,Master's Degree,Spain,I'm familiar but don't have hands-on experience.,Multiple times a day,"Yes, as a hobby or pastime.",2,3,3,1,1,2,2,2,1,2,1,3,1,4,3,3,4,4,1,1,1,1,4,4,3,3,1,1,2,2,3,1,1,1,1,2,2,1,3,5,5,5,5,5,4,4,4,4,5,5,5,5,2,4,3,3,4,1,1,2,1,3,2,2,1,
18 - 24,Male,High School or lower,Poland,I'm familiar but don't have hands-on experience.,Multiple times a day,"Yes, as a hobby or pastime.",4,4,4,3,4,5,5,5,5,1,1,1,1,4,4,4,4,3,5,4,4,4,4,5,2,2,1,1,1,2,4,2,2,4,4,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,2,4,2,2,4,2,5,4,4,4,
25 - 34,Male,Bachelor's Degree,Chile,I'm familiar but don't have hands-on experience.,Daily,"Yes, as a hobby or pastime.",4,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,1,1,1,1,4,4,5,4,4,4,4,4,4,1,1,1,1,2,4,2,1,5,5,5,5,5,4,4,3,3,4,4,4,2,4,3,4,4,4,3,4,3,5,4,3,4,4,
25 - 34,Male,Bachelor's Degree,Netherlands,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",3,2,2,3,2,5,5,4,4,2,1,2,3,2,5,2,1,4,5,5,5,5,5,5,4,4,4,2,3,2,5,1,4,2,1,1,4,3,3,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,3,2,5,3,4,4,3,5,5,5,5,"The first black and grey image was a little tricky, as it could have been interpreted as an older (style) image based on the quality of the image. It didn't look entirely realistic, but it could impact the answers"
25 - 34,Female,Master's Degree,united kingdom,I've heard of it but don't know much.,Weekly,No experience or particular interest.,5,5,5,5,5,2,3,3,3,5,3,4,3,1,1,3,3,3,2,2,3,3,2,2,2,2,1,2,2,3,5,1,1,1,1,2,4,2,1,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,4,2,2,3,5,5,5,5,
25 - 34,Female,High School or lower,South Africa,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,4,3,2,2,5,4,5,5,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,NONE
25 - 34,Male,Bachelor's Degree,UK,I have some experience (have taken courses or dabble in it).,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,3,4,4,5,2,4,4,4,2,2,4,2,2,2,4,5,5,1,1,1,2,5,5,4,4,4,2,2,1,1,2,1,1,2,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5,5,5,
35 - 44,Female,Master's Degree,MEXICO,I'm familiar but don't have hands-on experience.,Daily,No experience or particular interest.,5,5,5,4,4,4,5,3,4,4,2,3,3,2,4,2,2,3,3,2,3,2,2,2,1,2,1,2,1,3,3,2,2,1,1,1,2,1,1,5,5,5,4,4,4,4,4,3,5,5,5,4,4,5,4,5,5,4,5,4,4,5,5,5,5,Surprised me a little how many interpretations of the same caption you can possibly get
25 - 34,Male,Doctorate or higher,Portugal,I'm familiar but don't have hands-on experience.,Daily,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,5,5,3,1,4,4,3,4,4,3,4,2,4,3,2,4,5,3,3,1,1,1,2,2,1,3,2,2,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,No
18 - 24,Female,Bachelor's Degree,South Africa,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,4,4,4,3,5,5,1,5,2,1,2,2,1,1,1,1,1,2,2,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2,4,4,2,2,4,4,4,4,2,4,4,2,4,5,4,4,4,5,5,5,5,5,,5,5,5,5,5,5,5,No comments
35 - 44,Male,High School or lower,Portugal ,I'm familiar but don't have hands-on experience.,Weekly,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,4,5,5,4,1,2,1,2,5,5,5,5,5,4,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,No
35 - 44,Female,Master's Degree,Greece,I'm familiar but don't have hands-on experience.,Daily,"No, but I appreciate the arts and often view such content.",4,5,4,4,5,5,5,5,4,3,1,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,2,1,3,1,2,4,5,5,4,5,4,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,
25 - 34,Male,Bachelor's Degree,SOUTH AFRICA,I have some experience (have taken courses or dabble in it).,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,5,5,4,5,5,5,5,2,4,2,1,2,2,3,1,2,1,1,1,1,4,3,3,2,5,5,5,5,5,1,1,1,1,4,4,4,4,4,5,4,2,4,5,5,5,5,5,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,NOT APPLICABLE
25 - 34,Female,High School or lower,Poland,I'm familiar but don't have hands-on experience.,Weekly,"No, but I appreciate the arts and often view such content.",5,5,4,5,3,5,5,4,4,4,1,4,4,2,3,2,1,1,1,2,2,1,2,4,2,1,1,1,1,1,1,2,3,2,1,1,3,1,1,4,4,3,4,4,4,4,4,2,2,4,3,2,2,2,3,2,1,5,4,5,5,4,4,3,4,
35 - 44,Male,Master's Degree,Poland,I have some experience (have taken courses or dabble in it).,Weekly,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
18 - 24,Male,Bachelor's Degree,Portugal,I've heard of it but don't know much.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,2,4,3,4,5,3,3,4,4,2,4,5,4,4,5,5,5,5,4,5,5,5,4,5,5,4,4,5,4,5,4,4,5,5,4,4,5,5,4,4,5,4,3,3,4,4,5,5,4,5,3,4,3,4,5,3,4,5,3,4,4,4,5,4,
18 - 24,Female,Bachelor's Degree,South Africa,I've heard of it but don't know much.,Weekly,"No, but I appreciate the arts and often view such content.",4,4,4,3,4,4,5,4,4,3,1,2,2,2,2,1,1,2,2,4,4,3,5,5,3,4,5,5,4,4,4,5,5,5,5,1,4,2,2,5,5,5,4,4,5,5,5,5,5,5,5,5,3,3,4,4,4,5,5,5,5,5,5,5,5,this study made me crave for doughnuts
25 - 34,Female,Bachelor's Degree,South Africa,I have some experience (have taken courses or dabble in it).,Daily,"No, but I appreciate the arts and often view such content.",3,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,,5,5,5,5,4,5,4,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,No
25 - 34,Male,Bachelor's Degree,Mexico,I'm familiar but don't have hands-on experience.,Daily,"No, but I appreciate the arts and often view such content.",5,5,4,4,2,5,5,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,2,2,2,1,1,3,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,interesante estudio
25 - 34,Male,High School or lower,Hungary,I'm familiar but don't have hands-on experience.,Multiple times a day,"Yes, as a hobby or pastime.",5,5,5,5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,2,2,3,3,2,1,1,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
18 - 24,Male,High School or lower,Hungary,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,3,2,3,3,5,5,5,5,2,1,2,1,5,5,4,4,4,5,5,5,5,4,4,4,4,4,2,1,1,2,2,2,1,1,1,2,1,1,5,5,5,5,2,5,5,5,5,4,4,4,2,1,1,4,2,4,5,5,5,5,5,4,4,4,
35 - 44,Female,Associate's Degree or equivalent,Ireland,I've heard of it but don't know much.,Weekly,"No, but I appreciate the arts and often view such content.",4,4,3,2,2,5,5,5,5,4,1,3,2,5,5,5,2,2,2,2,2,2,4,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,2,2,2,1,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,"I love the last image, it looked real."
45 - 54,Male,High School or lower,Luxembourg,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,5,5,4,4,5,5,4,4,1,3,2,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,3,4,3,2,1,1,2,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,No comments. 
25 - 34,Female,High School or lower,South Africa ,I'm familiar but don't have hands-on experience.,Daily,I have taken courses or received training.,4,5,5,4,3,3,5,4,4,4,3,2,3,1,1,1,1,1,2,2,3,3,3,3,3,3,2,2,2,2,4,3,3,3,5,1,3,2,2,5,5,5,5,5,5,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,No
25 - 34,Male,High School or lower,south africa,I've heard of it but don't know much.,Daily,"No, but I appreciate the arts and often view such content.",5,5,5,5,4,5,5,5,4,4,1,2,2,4,4,5,4,5,1,1,1,1,4,4,3,4,3,3,4,2,3,1,2,1,3,1,1,1,1,5,5,5,5,5,3,3,4,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,
25 - 34,Male,Bachelor's Degree,Mexico,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,5,4,4,4,4,4,5,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,5,5,4,4,4,4,4,3,5,5,4,4,5,5,5,5,5,4,5,5,4,5,5,5,5,"Everything was fine, thank you."
25 - 34,Male,High School or lower,méxico,I have some experience (have taken courses or dabble in it).,Weekly,"Yes, as a hobby or pastime.",5,5,5,4,5,5,5,5,5,5,1,4,5,4,4,4,2,4,1,1,2,1,4,5,2,5,1,1,2,1,4,1,2,1,1,1,4,1,2,5,5,4,4,5,4,4,4,2,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,In one of the images it was very noticeable that it was made by AI
18 - 24,Male,Bachelor's Degree,England,I'm familiar but don't have hands-on experience.,Daily,"No, but I appreciate the arts and often view such content.",4,4,4,5,3,5,5,4,5,2,1,2,2,2,2,2,1,4,2,2,1,1,4,3,4,3,1,1,1,1,1,1,1,,1,2,1,2,1,4,5,4,3,3,4,5,4,4,4,4,4,4,2,2,2,2,1,2,2,1,2,5,4,5,5,
18 - 24,Male,High School or lower,Poland,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,3,4,3,4,5,2,2,3,3,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,2,2,2,2,5,3,4,3,4,5,5,5,5,
65 - 74,Male,High School or lower,south africa,I've heard of it but don't know much.,Rarely,"No, but I appreciate the arts and often view such content.",5,5,4,3,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,3,2,1,1,1,1,2,2,1,5,5,5,5,5,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,very interesting survey
35 - 44,Male,High School or lower,Portugal,I'm familiar but don't have hands-on experience.,Multiple times a day,"Yes, I'm a professional.",5,5,5,5,5,5,5,5,,4,1,3,3,5,5,5,4,5,4,4,4,4,4,4,4,4,5,3,4,3,5,3,3,2,2,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,5,No comments.  
35 - 44,Male,Bachelor's Degree,Germany,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",3,3,3,2,2,5,5,5,5,2,1,1,1,5,5,4,4,3,2,2,1,1,4,4,3,3,3,3,2,2,2,1,1,1,1,1,2,1,1,4,4,5,4,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Although I like any image, I can still know that is a cgi. It's not only because of distortions in the image but also the stuations like standardization, relatively high color or brightness."
18 - 24,Male,Bachelor's Degree,Chile,I have some experience (have taken courses or dabble in it).,Daily,"No, but I appreciate the arts and often view such content.",3,4,4,2,1,3,4,1,2,1,1,1,2,2,4,3,2,,2,3,1,1,5,4,2,4,2,1,2,2,4,2,2,1,2,1,3,1,1,3,5,4,3,1,4,5,4,3,5,4,4,5,4,3,4,4,2,4,4,5,5,5,5,4,4,none
18 - 24,Male,High School or lower,poland,I've heard of it but don't know much.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,4,4,5,5,4,4,5,4,5,1,4,4,5,4,4,5,5,4,4,4,4,5,5,5,4,2,2,2,2,2,3,2,2,3,2,2,2,1,5,5,5,5,5,5,5,5,4,5,5,4,4,2,4,3,3,4,3,3,2,3,4,4,3,3,no 
35 - 44,Female,Master's Degree,UK,I'm familiar but don't have hands-on experience.,Daily,No experience or particular interest.,5,5,5,5,2,1,2,2,1,4,2,4,4,4,4,3,4,4,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,4,4,5,2,2,2,4,5,5,5,5,4,3,5,4,4,1,1,1,5,5,5,5,5,
18 - 24,Female,High School or lower,south africa,I have some experience (have taken courses or dabble in it).,Daily,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
18 - 24,Male,Associate's Degree or equivalent,South Africa,I have some experience (have taken courses or dabble in it).,Multiple times a day,"Yes, as a hobby or pastime.",4,3,4,3,4,2,2,1,2,3,2,1,2,5,5,4,5,5,4,4,4,4,5,5,5,5,1,2,2,2,1,2,2,2,1,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,5,some i couldn't tell its AI generated
18 - 24,Male,High School or lower,Portugal,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,4,4,4,2,4,4,3,3,3,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,5,3,5,4,5,4,2,2,3,2,3,2,3,2,3,2,4,2,2,
18 - 24,Female,High School or lower,`South Africa,I'm familiar but don't have hands-on experience.,Weekly,"No, but I appreciate the arts and often view such content.",5,5,5,5,2,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,,5,5,5,5,5,5,5,5,5,5,
18 - 24,Female,Bachelor's Degree,South Africa,I have some experience (have taken courses or dabble in it).,Daily,"Yes, as a hobby or pastime.",5,5,5,4,2,4,5,4,4,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
18 - 24,Female,High School or lower,South Africa,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,5,5,5,5,5,4,5,4,1,4,5,5,5,5,5,5,2,2,2,2,5,5,5,5,4,2,3,4,4,2,2,2,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
35 - 44,Male,Bachelor's Degree,Canada,I have some experience (have taken courses or dabble in it).,Daily,"No, but I appreciate the arts and often view such content.",4,4,4,5,2,4,4,2,3,2,1,1,2,2,2,2,2,2,1,1,1,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,2,4,2,2,4,4,4,4,2,2,4,1,4,2,5,2,2,4,4,4,4,"Doughnuts....mmmm. The black and white image made it more difficult to discern whether it was AI generated or not. The others had something...""off"". Whether frosting or glaze looked too perfect - a doughnut balanced in an unnatural way - or glaze dripping unnaturally. "
45 - 54,Male,Bachelor's Degree,chile,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",4,5,4,3,3,5,5,5,5,4,1,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,4,4,4,4,no comments
25 - 34,Female,Bachelor's Degree,South Africa,I have some experience (have taken courses or dabble in it).,Multiple times a day,"Yes, I'm a professional.",2,4,3,1,2,4,5,4,4,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,5,5,5,5,1,3,1,1,5,5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,5,5,2,3,2,2,5,5,5,5,
35 - 44,Female,Bachelor's Degree,Greece,I'm familiar but don't have hands-on experience.,Daily,"No, but I appreciate the arts and often view such content.",4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,All the pictures in colour looked very real. They could be actually taken in bakery. The black and white picture looked real but not as much as the others.
35 - 44,Male,Doctorate or higher,Germany,I'm familiar but don't have hands-on experience.,Weekly,"No, but I appreciate the arts and often view such content.",4,4,4,4,4,4,4,4,4,3,1,3,4,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,
25 - 34,Female,Bachelor's Degree,Greece,I'm familiar but don't have hands-on experience.,Daily,"Yes, as a hobby or pastime.",5,5,5,5,4,5,5,4,5,4,1,3,3,3,4,3,2,2,5,5,2,2,5,5,3,2,1,1,1,1,1,2,4,1,2,1,4,1,1,5,5,5,3,3,5,5,4,5,5,5,5,5,2,2,2,1,2,5,5,5,5,5,5,5,5,all good
25 - 34,Female,High School or lower,Chile,I have some experience (have taken courses or dabble in it).,Multiple times a day,"Yes, as a hobby or pastime.",5,5,5,5,5,5,5,5,5,4,1,2,3,4,4,4,2,2,1,2,1,1,4,4,1,3,2,4,1,4,2,2,2,1,1,2,4,1,2,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,
18 - 24,Male,High School or lower,South Africa,I've heard of it but don't know much.,Daily,"No, but I appreciate the arts and often view such content.",3,2,2,1,1,2,2,1,1,1,1,1,1,5,5,5,5,4,2,4,2,2,5,5,5,5,5,5,5,5,5,2,2,3,2,5,5,5,5,5,5,5,5,5,3,2,3,2,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,
25 - 34,Female,Bachelor's Degree,South Africa,I'm familiar but don't have hands-on experience.,Multiple times a day,No experience or particular interest.,5,5,5,5,5,5,5,5,5,3,2,2,2,5,5,5,5,5,2,4,4,2,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,2,2,5,5,5,5,5,2,4,4,4,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,4,
35 - 44,Male,Master's Degree,Germany,I have some experience (have taken courses or dabble in it).,Weekly,"Yes, as a hobby or pastime.",2,4,2,3,4,3,4,4,4,3,2,2,2,1,1,1,1,1,1,2,1,1,4,4,3,2,2,2,2,1,2,1,1,1,2,3,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
35 - 44,Female,Associate's Degree or equivalent,South Africa,I have some experience (have taken courses or dabble in it).,Daily,I have taken courses or received training.,5,5,5,5,4,2,2,4,5,5,5,4,2,5,5,5,5,5,4,5,5,2,4,4,3,1,5,5,5,2,5,4,4,3,2,5,5,2,5,5,5,5,5,5,3,4,5,3,5,5,5,5,5,5,2,1,5,4,3,2,2,5,5,3,3,Yes regarding a few pictures presented to me i feel the last one doesn't look real you can tell there it was copy and paste
25 - 34,Male,Bachelor's Degree,Poland,I'm familiar but don't have hands-on experience.,Multiple times a day,No experience or particular interest.,5,5,4,4,3,5,5,4,5,2,2,3,4,2,3,1,1,2,2,4,2,2,3,5,4,4,4,4,2,3,1,2,2,2,2,1,4,1,1,4,4,4,3,4,2,4,2,2,2,5,1,1,2,1,2,2,4,4,5,4,4,4,4,3,4,
25 - 34,Female,Master's Degree,Spain ,I have some experience (have taken courses or dabble in it).,Weekly,"Yes, as a hobby or pastime.",5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,4,4,1,1,1,2,5,4,3,3,
18 - 24,Female,Bachelor's Degree,Poland,I'm familiar but don't have hands-on experience.,Multiple times a day,"No, but I appreciate the arts and often view such content.",5,5,4,2,1,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,4,4,5,4,4,4,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,No
